Parent,ID,Generations,Start,Split,Lifespan,Parent,ID,Valid,Left Frame,Generation,C.Start,C.Split,C.Lifespan,,Notes,Rate,progeny.id,progeny.events,population.time,progeny.mle,,,,,,,,
,,,,,,2851,l-757,T,0,,530,549,1.9,,,,200,,,,,,,,,,,
,,,,,,2851,r-758,T,0,,530,549,1.9,,,,200,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,202,1,18,828,13.5,0,202,T,0,,3,138,13.5,,,0.051344236,202,4,94.5,0.042328042,,,,,,,,
202,236,2,834,1674,14,202,236,T,0,,139,279,14,,valid,0.049510513,202,NA,NA,NA,,,,,,,,
2334,1259,2,1692,3006,21.9,2334,1259,T,0,,282,501,21.9,,valid,0.031650556,202,NA,NA,NA,,,,,,,,
,,,,,,1259,l-763,T,0,,502,549,4.7,,,,202,,,,,,,,,,,
,,,,,,1259,r-764,T,0,,502,549,4.7,,,,202,,,,,,,,,,,
202,2334,2,834,1692,14.3,202,2334,T,0,,139,282,14.3,,valid,0.048471831,202,NA,NA,NA,,,,,,,,
2334,2335,2,1692,1710,0.3,2334,2335,T,1,,282,300,1.8,,X Left frame,2.310490602,202,NA,NA,NA,,,,,,,,
236,1256,3,1680,2904,20.4,236,1256,T,0,,280,484,20.4,,valid,0.033977803,202,NA,NA,NA,,,,,,,,
236,2755,3,1680,1710,0.5,236,2755,T,1,,280,300,2,,X Left frame,1.386294361,202,NA,NA,NA,,,,,,,,
1256,2003,4,2910,3294,6.4,1256,2003,T,0,,485,549,6.4,,,0.108304247,202,NA,NA,NA,,,,,,,,
1256,2923,4,2910,3102,3.2,1256,2923,T,0,,485,517,3.2,,,0.216608494,202,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,206,1,18,672,10.9,0,206,T,0,,3,112,10.9,,,0.063591484,206,2,89,0.02247191,,,,,,,,
206,1531,2,678,1878,20,206,1531,T,0,,113,313,20,,valid,0.034657359,206,NA,NA,NA,,,,,,,,
206,2814,2,678,1530,14.2,206,2814,T,1,,113,255,14.2,,X Left frame,0.048813182,206,NA,NA,NA,,,,,,,,
1531,1268,3,1884,3108,20.4,1531,1268,T,0,,314,549,23.5,,valid,0.033977803,206,NA,NA,NA,,,,,,,,
1531,2759,3,1884,3294,23.5,1531,2759,T,0,,314,549,23.5,,valid,0.029495625,206,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,208,1,18,456,7.3,0,208,T,0,,3,76,7.3,,,0.094951669,208,6,92.6,0.064794816,,,,,,,,
208,683,2,462,2136,27.9,208,683,T,0,,77,205,12.8,,X Corrected,0.024843985,208,NA,NA,NA,,,,,,,,
,,,,,,683,l-780,T,0,,206,358,15.2,,,,208,,,,,,,,,,,
,,,,,,l-780,lb-781,T,0,,359,549,19,,,,208,,,,,,,,,,,
,,,,,,l-780,rt-782,T,0,,359,549,19,,,,208,,,,,,,,,,,
,,,,,,683,r-781,T,0,,206,382,17.6,,,,208,,,,,,,,,,,
,,,,,,r-781,l-784,T,0,,383,549,16.6,,,,208,,,,,,,,,,,
,,,,,,r-781,r-785,T,0,,383,549,16.6,,,,208,,,,,,,,,,,
208,2545,2,462,1584,18.7,208,2545,T,0,,77,221,14.4,,X Corrected,0.037066694,208,NA,NA,NA,,,,,,,,
,,,,,,2545,l-781,T,0,,222,401,17.9,,,,208,,,,,,,,,,,
,,,,,,l-781,l-788,T,0,,402,549,14.7,,,,208,,,,,,,,,,,
,,,,,,l-781,r-789,T,0,,402,549,14.7,,,,208,,,,,,,,,,,
,,,,,,2545,r-782,T,0,,222,392,17,,,,208,,,,,,,,,,,
,,,,,,r-782,l-791,T,0,,393,549,15.6,,,,208,,,,,,,,,,,
,,,,,,r-782,r-792,T,0,,393,549,15.6,,,,208,,,,,,,,,,,
683,824,3,2142,2646,8.4,683,824,F,0,,357,441,8.4,,X illegitimate,0.082517521,208,NA,NA,NA,,,,,,,,
2607,840,3,2190,2328,2.3,2607,840,F,0,,365,388,2.3,,X illegitimate,0.301368339,208,NA,NA,NA,,,,,,,,
2608,881,3,2340,2616,4.6,2608,881,F,0,,390,436,4.6,,X illegitimate,0.15068417,208,NA,NA,NA,,,,,,,,
683,2607,3,2142,2190,0.8,683,2607,F,0,,357,365,0.8,,X illegitimate,0.866433976,208,NA,NA,NA,,,,,,,,
2607,2608,3,2190,2340,2.5,2607,2608,F,0,,365,390,2.5,,X illegitimate,0.277258872,208,NA,NA,NA,,,,,,,,
2608,2609,3,2340,2418,1.3,2608,2609,F,0,,390,403,1.3,,X illegitimate,0.533190139,208,NA,NA,NA,,,,,,,,
840,1064,4,2334,2616,4.7,840,1064,F,0,,389,436,4.7,,X illegitimate,0.147478124,208,NA,NA,NA,,,,,,,,
840,2698,4,2334,2406,1.2,840,2698,F,0,,389,401,1.2,,X illegitimate,0.57762265,208,NA,NA,NA,,,,,,,,
1064,1838,5,2622,3294,11.2,1064,1838,F,0,,437,549,11.2,,X illegitimate,0.061888141,208,NA,NA,NA,,,,,,,,
1064,2899,5,2622,2724,1.7,1064,2899,F,0,,437,454,1.7,,X illegitimate,0.407733636,208,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,209,1,18,810,13.2,0,209,T,0,,3,135,13.2,,,0.05251115,209,3,97.1,0.030895984,,,,,,,,
209,951,2,816,1656,14,209,951,T,0,,136,276,14,,valid,0.049510513,209,NA,NA,NA,,,,,,,,
209,2646,2,816,1752,15.6,209,2646,T,0,,136,265,12.9,,X Corrected,0.044432512,209,NA,NA,NA,,,,,,,,
,,,,,,2646,l-807,T,0,,266,464,19.8,,,,209,,,,,,,,,,,
,,,,,,l-807,l-808,T,0,,465,549,8.4,,,,209,,,,,,,,,,,
,,,,,,l-807,r-809,T,0,,465,549,8.4,,,,209,,,,,,,,,,,
,,,,,,2646,r808,T,0,,266,442,17.6,,,,209,,,,,,,,,,,
,,,,,,r808,l-811,T,0,,443,549,10.6,,,,209,,,,,,,,,,,
,,,,,,r808,r-812,T,0,,443,549,10.6,,,,209,,,,,,,,,,,
951,1595,3,1662,2718,17.6,951,1595,T,0,,277,453,17.6,,valid,0.039383363,209,NA,NA,NA,,,,,,,,
951,2843,3,1662,2724,17.7,951,2843,T,0,,277,454,17.7,,valid,0.039160858,209,NA,NA,NA,,,,,,,,
,,,,,,2843,l-815,T,0,,455,549,9.4,,,,209,,,,,,,,,,,
,,,,,,2843,r-816,T,0,,455,549,9.4,,,,209,,,,,,,,,,,
1595,1899,4,2724,3294,9.5,1595,1899,T,0,,454,549,9.5,,valid,0.072962861,209,NA,NA,NA,,,,,,,,
1595,2907,4,2724,3294,9.5,1595,2907,T,0,,454,549,9.5,,valid,0.072962861,209,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,213,1,156,1038,14.7,0,213,T,0,,26,173,14.7,,,0.047152869,213,2,85.2,0.023474178,,,,,,,,
213,1231,2,1044,1884,14,213,1231,T,0,,174,314,14,,valid,0.049510513,213,NA,NA,NA,,,,,,,,
213,2744,2,1044,1746,11.7,213,2744,T,0,,174,336,16.2,,,0.059243349,213,NA,NA,NA,,,,,,,,
,,,,,,2744,l-823,T,0,,337,549,21.2,,,,213,,,,,,,,,,,
,,,,,,2744,r-824,T,0,,337,549,21.2,,,,213,,,,,,,,,,,
1231,1632,3,1890,3294,23.4,1231,1632,T,0,,315,549,23.4,,valid,0.029621674,213,NA,NA,NA,,,,,,,,
1231,2857,3,1890,3174,21.4,1231,2857,T,0,,315,529,21.4,,valid,0.032390055,213,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,493,1,18,504,8.1,0,493,T,0,,3,84,8.1,,,0.085573726,493,2,59.7,0.033500838,,,,,,,,
493,216,2,510,1254,12.4,493,216,T,0,,85,209,12.4,,,0.055898966,493,NA,NA,NA,,,,,,,,
493,2313,2,510,2100,26.5,493,2313,T,0,,85,210,12.5,,X Corrected,0.026156497,493,NA,NA,NA,,,,,,,,
,,,,,,2313,l-831,T,0,,211,421,21,,,,493,,,,,,,,,,,
,,,,,,l-831,l-832,T,0,,422,549,12.7,,,,493,,,,,,,,,,,
,,,,,,l-831,r-833,T,0,,422,549,12.7,,,,493,,,,,,,,,,,
,,,,,,2313,r-834,T,0,,211,361,15,,,,493,,,,,,,,,,,
,,,,,,r-834,lb-835,T,0,,362,549,18.7,,,,493,,,,,,,,,,,
,,,,,,r-834,rt-836,T,0,,362,513,15.1,,,,493,,,,,,,,,,,
,,,,,,rt-836,l-837,T,0,,514,549,3.5,,,,493,,,,,,,,,,,
,,,,,,rt-836,r-838,T,0,,514,549,3.5,,,,493,,,,,,,,,,,
216,258,3,1260,1572,5.2,216,258,T,1,,210,260,5,,X Left frame,0.133297535,493,NA,NA,NA,,,,,,,,
216,2348,3,1260,1710,7.5,216,2348,T,1,,210,285,7.5,,X Left frame,0.092419624,493,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,495,1,18,528,8.5,0,495,T,0,,3,88,8.5,,,0.081546727,495,3,79.6,0.037688442,,,,,,,,
495,217,2,534,1392,14.3,495,217,T,0,,89,232,14.3,,valid,0.048471831,495,NA,NA,NA,,,,,,,,
2314,368,2,1248,1914,11.1,2314,368,T,0,,208,351,14.3,,X Corrected,0.062445692,495,NA,NA,NA,,,,,,,,
,,,,,,368,lb-845,T,0,,352,549,19.7,,,,495,,,,,,,,,,,
,,,,,,368,rt-846,T,0,,352,549,19.7,,,,495,,,,,,,,,,,
495,2314,2,534,1248,11.9,495,2314,T,0,,89,208,11.9,,valid,0.058247662,495,NA,NA,NA,,,,,,,,
2314,2315,2,1248,2142,14.9,2314,2315,T,0,,208,360,15.2,,X Corrected,0.046519945,495,NA,NA,NA,,,,,,,,
,,,,,,2315,lb-849,T,0,,361,527,16.6,,,,495,,,,,,,,,,,
,,,,,,lb-849,l-850,T,0,,528,549,2.1,,,,495,,,,,,,,,,,
,,,,,,lb-849,r-851,T,0,,528,549,2.1,,,,495,,,,,,,,,,,
,,,,,,2315,rt-850,T,0,,361,533,17.2,,,,495,,,,,,,,,,,
,,,,,,rt-850,l-853,T,0,,534,549,1.5,,,,495,,,,,,,,,,,
,,,,,,rt-850,r-854,T,0,,534,549,1.5,,,,495,,,,,,,,,,,
217,719,3,1398,2394,16.6,217,719,T,0,,233,549,31.6,,X Corrected,0.041755854,495,NA,NA,NA,,,,,,,,
217,2570,3,1398,1536,2.3,217,2570,T,0,,233,549,31.6,,X Corrected,0.301368339,495,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,497,1,18,666,10.8,0,497,T,0,,3,111,10.8,,,0.064180294,497,5,106.8,0.046816479,,,,,,,,
497,227,2,672,1572,15,497,227,T,0,,112,262,15,,valid,0.046209812,497,NA,NA,NA,,,,,,,,
2322,448,2,1680,1872,3.2,2322,448,F,0,,280,312,3.2,,X illegitimate,0.216608494,497,NA,NA,NA,,,,,,,,
2321,732,2,1530,2484,15.9,2321,732,T,0,,255,414,15.9,,valid,0.043594162,497,NA,NA,NA,,,,,,,,
497,2321,2,672,1530,14.3,497,2321,T,0,,112,255,14.3,,valid,0.048471831,497,NA,NA,NA,,,,,,,,
2321,2322,2,1530,1680,2.5,2321,2322,T,0,,255,424,16.9,,X Corrected,0.277258872,497,NA,NA,NA,,,,,,,,
2322,2323,2,1680,2274,9.9,2322,2323,F,0,,280,379,9.9,,X illegitimate,0.070014867,497,NA,NA,NA,,,,,,,,
227,986,3,1578,2790,20.2,227,986,T,0,,263,455,19.2,,X Corrected,0.034314217,497,NA,NA,NA,,,,,,,,
,,,,,,986,l-866,T,0,,456,549,9.3,,,,497,,,,,,,,,,,
,,,,,,986,r-867,T,0,,456,549,9.3,,,,497,,,,,,,,,,,
732,1324,3,2490,3216,12.1,732,1324,T,0,,415,549,13.4,,X Corrected,0.057284891,497,NA,NA,NA,,,,,,,,
227,2673,3,1578,1626,0.8,227,2673,T,0,,263,477,21.4,,X Corrected,0.866433976,497,NA,NA,NA,,,,,,,,
,,,,,,2673,l-870,T,0,,478,549,7.1,,,,497,,,,,,,,,,,
,,,,,,2673,r-871,T,0,,478,549,7.1,,,,497,,,,,,,,,,,
732,2777,3,2490,2616,2.1,732,2777,T,0,,415,549,13.4,,X Corrected,0.330070086,497,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,491,1,18,708,11.5,0,491,T,0,,3,118,11.5,,,0.060273668,491,4,104.3,0.038350911,,,,,,,,
491,229,2,714,1632,15.3,491,229,T,0,,119,269,15,,valid,0.045303737,491,NA,NA,NA,,,,,,,,
,,,,,,229,lb-876,T,0,,270,454,18.4,,X Corrected,,491,,,,,,,,,,,
,,,,,,lb-876,l-877,T,0,,455,549,9.4,,,,491,,,,,,,,,,,
,,,,,,lb-876,r-878,T,0,,455,549,9.4,,,,491,,,,,,,,,,,
,,,,,,229,rt-877,T,1,,270,400,13,,X Out of focus,,491,,,,,,,,,,,
2324,404,2,1548,1986,7.3,2324,404,T,0,,258,421,16.3,,X Corrected,0.094951669,491,NA,NA,NA,,,,,,,,
,,,,,,404,l-881,T,0,,422,549,12.7,,,,491,,,,,,,,,,,
,,,,,,404,r-882,T,0,,422,549,12.7,,,,491,,,,,,,,,,,
2325,1585,2,1554,1950,6.6,2325,1585,T,1,,259,325,6.6,,X illegitimate,0.1050223,491,NA,NA,NA,,,,,,,,
491,2324,2,714,1548,13.9,491,2324,T,0,,119,258,13.9,,,0.049866704,491,NA,NA,NA,,,,,,,,
2324,2325,2,1548,1554,0.1,2324,2325,T,1,,258,259,0.1,,X illegitimate,6.931471806,491,NA,NA,NA,,,,,,,,
2325,2326,2,1554,2166,10.2,2324,2326,T,0,,259,418,15.9,,X illegitimate,0.067955606,491,NA,NA,NA,,,,,,,,
,,,,,,2326,l-887,T,0,,419,549,13,,,,491,,,,,,,,,,,
,,,,,,2326,r-888,T,0,,419,549,13,,,,491,,,,,,,,,,,
1585,1277,3,1956,2982,17.1,1585,1277,T,1,,326,497,17.1,,X illegitimate,0.040534923,491,NA,NA,NA,,,,,,,,
1585,2763,3,1956,3294,22.3,1585,2763,T,1,,326,549,22.3,,X illegitimate,0.031082833,491,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,671,1,18,726,11.8,0,671,T,0,,3,121,11.8,,,0.058741286,671,2,72.8,0.027472527,,,,,,,,
671,230,2,732,1536,13.4,671,230,T,0,,122,272,15,,X Corrected,0.051727402,671,NA,NA,NA,,,,,,,,
,,,,,,230,l-894,T,0,,273,449,17.6,,,,671,,,,,,,,,,,
,,,,,,l-894,l-895,T,0,,450,549,9.9,,,,671,,,,,,,,,,,
,,,,,,l-894,r-896,T,0,,450,549,9.9,,,,671,,,,,,,,,,,
,,,,,,230,r-895,T,0,,273,438,16.5,,,,671,,,,,,,,,,,
,,,,,,r-895,l-898,T,0,,439,549,11,,,,671,,,,,,,,,,,
,,,,,,r-895,r-899,T,0,,439,549,11,,,,671,,,,,,,,,,,
2327,998,2,1812,2832,17,2327,998,T,0,,302,549,24.7,,X Corrected; persists to EOM,0.040773364,671,NA,NA,NA,,,,,,,,
671,2327,2,732,1812,18,671,2327,T,0,,122,302,18,,valid,0.038508177,671,NA,NA,NA,,,,,,,,
2327,2328,2,1812,2568,12.6,2327,2328,T,0,,302,481,17.9,,X Corrected; Splits at edge,0.055011681,671,NA,NA,NA,,,,,,,,
,,,,,,2328,l-903,T,0,,482,549,6.7,,,,671,,,,,,,,,,,
,,,,,,2328,r-904,T,0,,482,549,6.7,,,,671,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,674,1,18,762,12.4,0,674,T,0,,3,127,12.4,,,0.055898966,674,3,86.9,0.03452244,,,,,,,,
674,234,2,768,1668,15,674,234,T,0,,128,278,15,,valid,0.046209812,674,NA,NA,NA,,,,,,,,
674,2330,2,768,2394,27.1,674,2330,T,0,,128,275,14.7,,X Corrected,0.025577387,674,NA,NA,NA,,,,,,,,
,,,,,,2330,lb-909,T,0,,276,476,20,,,,674,,,,,,,,,,,
,,,,,,lb-909,l-910,T,0,,477,549,7.2,,,,674,,,,,,,,,,,
,,,,,,lb-909,r-911,T,0,,477,549,7.2,,,,674,,,,,,,,,,,
,,,,,,2330,rt-910,T,0,,276,478,20.2,,,,674,,,,,,,,,,,
,,,,,,rt-910,l-913,T,0,,479,549,7,,,,674,,,,,,,,,,,
,,,,,,rt-910,r-914,T,0,,479,549,7,,,,674,,,,,,,,,,,
234,1255,3,1674,2694,17,234,1255,T,0,,279,447,16.8,,valid,0.040773364,674,NA,NA,NA,,,,,,,,
234,2754,3,1674,1722,0.8,234,2754,T,0,,279,462,18.3,,X Corrected,0.866433976,674,NA,NA,NA,,,,,,,,
,,,,,,2754,l-917,T,0,,463,549,8.6,,,,674,,,,,,,,,,,
,,,,,,2754,r-918,T,0,,463,549,8.6,,,,674,,,,,,,,,,,
1255,1888,4,2700,3294,9.9,1255,1888,T,0,,450,549,9.9,,,0.070014867,674,NA,NA,NA,,,,,,,,
1255,2905,4,2700,2982,4.7,1255,2905,T,0,,450,549,9.9,,X Corrected,0.147478124,674,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,321,1,534,810,4.6,0,321,T,0,,89,139,5,,,0.15068417,321,3,62.4,0.048076923,,,,,,,,
2331,235,2,828,1662,13.9,321,235,T,0,,140,271,13.1,,X Corrected,0.049866704,321,NA,NA,NA,,,,,,,,
,,,,,,235,lb-924,T,0,,272,443,17.1,,,,321,,,,,,,,,,,
,,,,,,lb-924,l-925,T,0,,444,549,10.5,,,,321,,,,,,,,,,,
,,,,,,lb-924,r-926,T,0,,444,549,10.5,,,,321,,,,,,,,,,,
,,,,,,235,rt-925,T,0,,272,433,16.1,,,,321,,,,,,,,,,,
,,,,,,rt-925,l-928,T,0,,434,549,11.5,,,,321,,,,,,,,,,,
,,,,,,rt-925,r-929,T,0,,434,549,11.5,,,,321,,,,,,,,,,,
321,336,2,816,2034,20.3,321,336,F,0,,136,339,20.3,,X illegitimate (parental relabel),0.034145181,321,NA,NA,NA,,,,,,,,
2332,473,2,1764,2064,5,2332,473,T,0,,294,549,25.5,,X Corrected,0.138629436,321,NA,NA,NA,,,,,,,,
321,2331,2,816,828,0.2,321,2331,F,0,,136,138,0.2,,X illegitimate (parental relabel),3.465735903,321,NA,NA,NA,,,,,,,,
2331,2332,2,828,1764,15.6,321,2332,T,0,,140,294,15.4,,,0.044432512,321,NA,NA,NA,,,,,,,,
2332,2333,2,1764,1932,2.8,2332,2333,T,0,,294,494,20,,,0.247552564,321,NA,NA,NA,,,,,,,,
,,,,,,2333,l-935,T,0,,495,549,5.4,,,,,,,,,,,,,,,
,,,,,,2333,r-936,T,0,,495,549,5.4,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1508,1,18,894,14.6,0,1508,T,0,,3,149,14.6,,,0.047475834,1508,1,68.2,0.014662757,,,,,,,,
1508,238,2,900,1722,13.7,1508,238,T,0,,150,293,14.3,,X Corrected,0.050594685,1508,NA,NA,NA,,,,,,,,
,,,,,,238,l-940,T,0,,294,504,21,,,,1508,,,,,,,,,,,
,,,,,,238,r-941,T,0,,294,549,25.5,,,,1508,,,,,,,,,,,
1508,2338,2,900,3294,39.9,1508,2338,T,0,,150,325,17.5,,X Corrected,0.01737211,1508,NA,NA,NA,,,,,,,,
,,,,,,2338,l-943,T,0,,326,549,22.3,,,,1508,,,,,,,,,,,
,,,,,,2338,r-944,T,0,,326,549,22.3,,,,1508,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,302,1,18,564,9.1,0,302,T,0,,3,94,9.1,,,0.07617002,302,4,104.8,0.038167939,,,,,,,,
2501,540,2,1398,2082,11.4,2501,540,T,0,,233,386,15.3,,X Corrected,0.060802384,302,NA,NA,NA,,,,,,,,
,,,,,,540,l-948,T,0,,387,549,16.2,,,,302,,,,,,,,,,,
,,,,,,540,r-949,T,0,,387,549,16.2,,,,302,,,,,,,,,,,
302,945,2,570,1206,10.6,302,945,T,0,,95,201,10.6,,valid,0.065391243,302,NA,NA,NA,,,,,,,,
302,2501,2,570,1398,13.8,302,2501,T,0,,95,233,13.8,,valid,0.050228057,302,NA,NA,NA,,,,,,,,
2501,2502,2,1398,1872,7.9,2501,2502,T,0,,233,402,16.9,,X Corrected,0.087740149,302,NA,NA,NA,,,,,,,,
,,,,,,2502,l-953,T,0,,403,549,14.6,,,,302,,,,,,,,,,,
,,,,,,2502,r-954,T,0,,403,549,14.6,,,,302,,,,,,,,,,,
945,255,3,1212,1764,9.2,945,255,T,0,,202,363,16.1,,X Corrected,0.075342085,302,NA,NA,NA,,,,,,,,
,,,,,,255,l-956,T,0,,364,549,18.5,,,,302,,,,,,,,,,,
,,,,,,255,r-957,T,0,,364,549,18.5,,,,302,,,,,,,,,,,
2345,1748,3,2382,3294,15.2,2345,1748,T,0,,397,549,15.2,,,0.045601788,302,NA,NA,NA,,,,,,,,
945,2345,3,1212,2382,19.5,945,2345,T,0,,202,397,19.5,,valid,0.035546009,302,NA,NA,NA,,,,,,,,
2345,2346,3,2382,2868,8.1,2345,2346,T,0,,397,549,15.2,,X Corrected,0.085573726,302,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1215,1,18,138,2,0,1215,T,0,,3,23,2,,,0.34657359,1215,5,177.1,0.028232637,,,,,,,,
2350,262,2,1308,1650,5.7,2350,262,F,0,,218,275,5.7,,X illegitimate,0.121604769,1215,NA,NA,NA,,,,,,,,
2349,525,2,1062,2010,15.8,2349,525,T,0,,177,335,15.8,,valid,0.043870075,1215,NA,NA,NA,,,,,,,,
1215,1220,2,144,1050,15.1,1215,1220,T,0,,24,175,15.1,,valid,0.045903787,1215,NA,NA,NA,,,,,,,,
1215,2349,2,144,1062,15.3,1215,2349,T,0,,24,177,15.3,,valid,0.045303737,1215,NA,NA,NA,,,,,,,,
2349,2350,2,1062,1308,4.1,2349,2350,T,0,,177,316,13.9,,X Corrected,0.169060288,1215,NA,NA,NA,,,,,,,,
,,,,,,2350,l-968,T,0,,317,502,18.5,,,,1215,,,,,,,,,,,
,,,,,,l-968,l-969,T,0,,503,549,4.6,,,,1215,,,,,,,,,,,
,,,,,,l-968,r-970,T,0,,503,549,4.6,,,,1215,,,,,,,,,,,
,,,,,,2350,r-971,T,0,,317,549,23.2,,,,1215,,,,,,,,,,,
2350,2351,2,1308,3156,30.8,2350,2351,F,0,,218,526,30.8,,X illegitimate,0.022504779,1215,NA,NA,NA,,,,,,,,
1220,959,3,1056,2838,29.7,1220,959,T,0,,176,320,14.4,,X Corrected,0.023338289,1215,NA,NA,NA,,,,,,,,
,,,,,,959,l-974,T,0,,321,549,22.8,,,,1215,,,,,,,,,,,
,,,,,,959,r-975,T,0,,321,549,22.8,,,,1215,,,,,,,,,,,
525,1659,3,2016,3294,21.3,525,1659,T,0,,336,535,19.9,,X Corrected,0.032542121,1215,NA,NA,NA,,,,,,,,
1220,2647,3,1056,3006,32.5,1220,2647,T,0,,176,346,17,,X Corrected,0.021327606,1215,NA,NA,NA,,,,,,,,
,,,,,,2647,l-978,T,0,,347,549,20.2,,,,1215,,,,,,,,,,,
,,,,,,2647,r-979,T,0,,347,549,20.2,,,,1215,,,,,,,,,,,
525,2864,3,2016,2304,4.8,525,2864,T,0,,336,549,21.3,,X Corrected,0.144405663,1215,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,504,1,78,648,9.5,0,504,T,0,,13,108,9.5,,,0.072962861,504,3,81.8,0.036674817,,,,,,,,
2356,281,2,1452,1770,5.3,2356,281,T,0,,242,423,18.1,,X Corrected,0.130782487,504,NA,NA,NA,,,,,,,,
,,,,,,281,l-984,T,0,,424,549,12.5,,,,504,,,,,,,,,,,
,,,,,,281,r-985,T,0,,424,549,12.5,,,,504,,,,,,,,,,,
504,947,2,654,1512,14.3,504,947,T,0,,109,252,14.3,,valid,0.048471831,504,NA,NA,NA,,,,,,,,
504,2356,2,654,1452,13.3,504,2356,T,0,,109,242,13.3,,valid,0.052116329,504,NA,NA,NA,,,,,,,,
2356,2357,2,1452,2316,14.4,2356,2357,T,0,,242,412,17,,X Corrected; splits at edge,0.048135221,504,NA,NA,NA,,,,,,,,
,,,,,,2357,r-989,T,0,,413,549,13.6,,,,504,,,,,,,,,,,
947,290,3,1518,1698,3,947,290,T,0,,253,548,29.5,,X Corrected,0.23104906,504,NA,NA,NA,,,,,,,,
947,2362,3,1518,2838,22,947,2362,T,0,,253,428,17.5,,X Corrected,0.03150669,504,NA,NA,NA,,,,,,,,
,,,,,,2362,l-992,T,0,,429,549,12,,,,504,,,,,,,,,,,
,,,,,,2362,r-993,T,0,,429,549,12,,,,504,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,1213,1,18,630,10.2,0,1213,T,0,,3,105,10.2,,,0.067955606,1213,7,162.3,0.043130006,,,,,,,,
1213,325,2,636,1548,15.2,1213,325,T,0,,106,258,15.2,,valid,0.045601788,1213,NA,NA,NA,,,,,,,,
2383,392,2,1488,1824,5.6,2383,392,T,0,,248,396,14.8,,X Corrected,0.123776282,1213,NA,NA,NA,,,,,,,,
,,,,,,392,l-998,T,0,,397,549,15.2,,,,1213,,,,,,,,,,,
,,,,,,392,r-999,T,0,,397,549,15.2,,,,1213,,,,,,,,,,,
2385,1131,2,2562,2874,5.2,2385,1131,F,0,,427,479,5.2,,X illegitimate,0.133297535,1213,NA,NA,NA,,,,,,,,
2384,1599,2,1674,3294,27,2384,1599,F,0,,279,549,27,,X illegitimate,0.025672118,1213,NA,NA,NA,,,,,,,,
1213,2383,2,636,1488,14.2,1213,2383,T,0,,106,248,14.2,,valid,0.048813182,1213,NA,NA,NA,,,,,,,,
2383,2384,2,1488,1674,3.1,2383,2384,T,0,,248,412,16.4,,X Corrected,0.223595865,1213,NA,NA,NA,,,,,,,,
,,,,,,2384,l-1004,T,0,,413,549,13.6,,,,1213,,,,,,,,,,,
,,,,,,2384,r-1005,T,0,,413,549,13.6,,,,1213,,,,,,,,,,,
2384,2385,2,1674,2562,14.8,2384,2385,F,0,,279,427,14.8,,X illegitimate,0.046834269,1213,NA,NA,NA,,,,,,,,
2385,2386,2,2562,3090,8.8,2385,2386,F,0,,427,515,8.8,,X illegitimate,0.078766725,1213,NA,NA,NA,,,,,,,,
325,292,3,1554,1674,2,325,292,T,1,,259,300,4.1,,X Left frame,0.34657359,1213,NA,NA,NA,,,,,,,,
392,1622,3,1830,3294,24.4,392,1622,F,0,,305,549,24.4,,X illegitimate,0.028407671,1213,NA,NA,NA,,,,,,,,
2854,1640,3,1926,3294,22.8,2854,1640,F,0,,321,549,22.8,,X illegitimate,0.030401192,1213,NA,NA,NA,,,,,,,,
325,2363,3,1554,1914,6,325,2363,T,0,,259,419,16,,,0.11552453,1213,NA,NA,NA,,,,,,,,
,,,,,,2363,l-1012,T,0,,420,549,12.9,,,,1213,,,,,,,,,,,
,,,,,,2363,r-1013,T,0,,420,549,12.9,,,,1213,,,,,,,,,,,
392,2854,3,1830,1926,1.6,392,2854,F,0,,305,321,1.6,,X illegitimate,0.433216988,1213,NA,NA,NA,,,,,,,,
2854,2855,3,1926,2010,1.4,2854,2855,F,0,,321,335,1.4,,X illegitimate,0.495105129,1213,NA,NA,NA,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
